Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@user-ug5ee4wr8l,"😂lucu ni org&quot; yg katanya pinter, susah bgt menerima kekalahan.., masyarakat ws pinter bapak&quot; ....ora bodo.... Yo monggo nek mau mencari kesalahan,&quot;salam damai",lucu nih orang pintar susah banget terima kalah masyarakat ws pintar ora bodo monggo nek cari kesalahansalam damai,"It's funny, it's really hard for smart people to accept losing, people who are smart or stupid, please find fault, peace be upon you",-0.08261904761904762,negative
@BadrieBahar,Sy tdk percaya hsl hitung cepat,percaya hsl hitung cepat,"Believe me, it's a quick calculation",0.3333333333333333,positive
@edipurwanto-kq9cp,"kalau gue sih yang penting PDIP tenggelam, banyak koruptornya soalnya bikin sengsara rakyat.",gue sih pdip tenggelam koruptor bikin sengsara rakyat,I'm drowning in corruption to make the people miserable,-1.0,negative
@abdurahmanmasang8326,Pembohong yg lgi ksi komen di medsos utk jemenangan 02,bohong ksi komen medsos jenang,Jenang's social media comments are lying,0.03333333333333333,positive
@Amanterkendali08,Ok gas 02 torang gas 💪💪,ok gas torang gas,OK gas torang gas,0.5,positive
@sasikactby5747,kemenangan paslon 2 akan mendatangkan becana nantinya  karna azab kecurangan publik seperti kerajaan,menang paslon becana azab curang publik raja,winning the candidate pair is a disaster for the king's public cheating,0.25,positive
@dekta_9377,"Banteng beneran nyungsep,,, paslon&#39;a trlalu angkuh&amp;smbong, yg s7 like",banteng benar nyungsep paslona angkuhsmbong s7 like,bull really nyungsep paslona angkuhsmbong s7 like,0.2,positive
@gungraka6141,Bali prabowo gibran sementara unggul,bal prabowo gibran unggul,Bal Prabowo Gibran is superior,0.7,positive
@user-my6xz4dm3h,Keterangan dari bapak yg pidato nomor 4 sangat jelas dan baik sekali. Sy sangat mempercai itu. Selanat ya pak.,terang pidato nomor perca selanat,bright speech number selanat patchwork,0.7000000000000001,positive
@abdurahmanmasang8326,Arif budiman itu grupx mereka smuax tuu,arif budiman grupx smuax tuh,Arif Budiman Grupx Smuax,0.0,neutral
@paktoha9031,PDIP dan kualisinya kurang kompak karena suaranya tidak imbang,pdip alis kompak suara imbang,pdip eyebrows compact sound draw,0.4,positive
@rustandihadiansah,Urut 02,urut,massage,0.0,neutral
@dekta_9377,"Kok bru minta maaf?,",maaf,sorry,-0.5,negative
@user-ij1dg4bf1p,No 03 AFK repot bareng2😂,no afk repot bareng2,no afk bother together,0.0,neutral
@ahmadsyibli5767,gemoy,gemoy,gemoy,0.0,neutral
@fendijaztika1537,Mau cari kemana memang sudah apalagi,cari mana,find where,0.0,neutral
@reza174anjut8,"Preeeeettt  rezim penipu wajib tumbang menipu, korupsi, nepotisme,,, kalau urusan tipu menipu rezim jokowi rajanya,,,, dusta cuick count",preeeeettt rezim tipu wajib tumbang tipu korupsi nepotisme urus tipu tipu rezim jokowi raja dusta cuick count,preeeeettt deceitful regime obligated to uproot deception corruption nepotism take care of deceit jokowi regime king of lies cuick count,0.0,neutral
@abdurahmanmasang8326,Mantan pemain curang pemilu waktu yg lalu tapi masi bs ditanya pendapatx,mantan main curang milu pendapatx,ex cheating milu opinionx,0.0,neutral
@user-nk4rp5cz1,BPK yg  tim  01 ini  masih belummengakui kekalahannya  saksiya masarakat  bahwa 01 03  kalah,bpk tim belummengakui kalah saksiya masarakat kalah,"The team's father has not admitted defeat, he is witness to the community losing",0.0,neutral
@jadipurwanto,"Apapun yang terjadi hakikat nya itu kehendak Allah SWT, sekuat apapun PARTAI sepintar apapun manusia profesor sederet titel yang ia punya terutama para kaum intelektual tidak akan  mampu melawan kehendak Allah SWT",apa hakikat hendak allah swt kuat apa partai pintar apa manusia profesor deret titel kaum intelektual lawan hendak allah swt,"What is the truth, God willing, what is the smart party, what is the human being, the professor, the title of the intellectuals, the opponent, God willing",0.17857142857142858,positive
@novitafajarini3908,Alhamdulillah semoga terwujud indonesia lebih maju lagi.amin amin amin yaa rabbalallamin.<br>✌🏻✌🏻✌🏻✌🏻✌🏻✌🏻✌🏻✌🏻 <br>bolone mas e sak jos e,alhamdulillah moga wujud indonesia maju amin amin amin rabbalallamin bolone mas e sak jos e,alhamdulillah may the form of indonesia advance amen amen amen rabbalallamin bolone mas e sak jos e,0.0,neutral
@lilylia8589,1 PUTARAN<br>YES.,putaranyes,yes,0.0,neutral
@kinanthy1351,Di desa ku 70% prabowo❤❤,desa ku prabowo,My village is Prabowo,0.0,neutral
@verticalhorizon9439,Bali pun yg merupakan kandang nya banteng keokkkkk... tetap prabowo gibran melesatttttt jauuuh dibali,bal kandang banteng keokkkkk prabowo gibran melesatttttt jauuuh bal,the bull's cage ball was knocked out prabowo gibran shotttttt far away ball,0.1,positive
@wasim7000,"😂😂😂😂 mulai pakai jurus pamungkas, sdh tau Mau kalah ngmngin curang😂😂😂😂",pakai jurus pamungkas tau kalah omong curang,use the ultimate move to know if you will lose by cheating,0.0,neutral
@lolmobal4881,Bersyukurlah  akhirnya tercapai presiden ku bapak Prabowo dan Mas gibran tahniah indpnesia❤❤❤,syukur capai presiden ku prabowo mas gibran tahniah indpnesia,"Thank you to my President Prabowo, Mas Gibran, for the Indonesian Independence Day",0.0,neutral
@Rijalm929,"semua media sama ,mutlak 02",media mutlak,absolute media,0.2,positive
@AzeinZen-fz2fi,Himbawan untuk seluruh pecalek yg tidak terpilih jangan semata mata menyalahkan petugas pemilu karna yg menentukan kalalah dan menang itu bertitik tumpu pada masyarakat rakyat yg menentukan kalau istilah  kecuranganan itu berlaku kepada pihak yg tida terima dg kekalahanya padahal rakyat memang tidak suka kepadanya .,himbawan pecalek pilih mata salah tugas milu tentu kala menang titik tumpu masyarakat rakyat tentu istilah kecuranganan laku tida terima kekalahanya rakyat suka,"encourage pecalek to choose the wrong eye, milu's job, of course when you win, the fulcrum of society is of course the term cheating, behavior, not accepting defeat, the people like it",0.15000000000000002,positive
@untungslamet5130,"Dah berjiwa besar aj trima hsil smntra ojo kembalinke belkg utk cr alasan ,,kebiasaan hal jelek ketika kalah trs ngegas cr alasan ke belkang",jiwa terima hsil smntra ojo kembalinke belkg alas biasa jelek kalah ngegas alas belkang,"the soul accepts the results of the smntra, please go back to the back of the normal back pad",0.0375,positive
@YadiExpres,😂😂😂 3 priode kata pendukung ganjar anda mau bikin aturan sendiri 😂😂😂😂😂 gila kuasa otak nya pake men kalo udah kalah kalah aja,priode dukung ganjar bikin atur gila kuasa otak pakai men kalah kalah,priode support ganjar make crazy arrangements brain power use men lose lose,-0.6,negative
@primuskelvin7843,"Orang pdip harus tau ,, kami pendukung Jokowi masih toleransi dengan pdip, stop nyerang Jokowi. Dalam  Pilpres kami ke 02 sedangkan Pileg kami masih lirik ke Partai Pdip...kami masyarakat cukup Adil, stop jangan ada yg bilang curang, sebab pilihan ada di tangan rakyat. <br>Yg kami butuhkan bersatulah untuk memajukan Negara yg kita Cintai. Demi rakyat sejahtera Adil dan Makmur.🇮🇩😍",orang pdip tau dukung jokowi toleransi pdip stop serang jokowi pilpres pileg lirik partai pdip masyarakat adil stop bilang curang pilih tangan rakyat butuh satu maju negara cinta rakyat sejahtera adil makmur,"Pdip people know to support Jokowi, tolerance, Pdip, stop attacking Jokowi, presidential election, legislative elections, Pdip party lyrics, just society, stop saying it's cheating, vote for people, the people need a developed country, people's love, prosperity, justice, prosperity",0.3,positive
@sasikactby5747,kemangan paslon mendatangkan becana,kemang paslon becana,Kemang Candidate Candidate Becana,0.0,neutral
@habibmuhammad9539,Assalamualaikum... setiap Paslon itu semua penuh perjuangan.... namanya pemilu... pasti ada kalah dan menang.. semoga yg kalah bisa legowo ...saling bergandengan... untuk membangun.. bangsa ..ini..agar lebih maju aman makmur sejahtera...,assalamualaikum paslon penuh juang nama milu kalah menang moga kalah legowo gandeng bangun bangsa maju aman makmur sejahtera,"Assalamualaikum, the candidate pairs are full of fighting, Milu's name, loser, win, hope you lose, let's work together to build a developed nation, safe and prosperous.",0.4375,positive
@NurLela-oh1ql,Elit harus menyadari bahwa Rakyat TDK mau berlama lama pilpres. Satu puturan saja itu lebih baik buat rakyat.,elit sadar rakyat lama pilpres puturan rakyat,The elite is aware that the people have long ruled the presidential election by the people,0.1,positive
@rustamadji984,Hitung cepat bukan jaminan kebenaran...yg benar adalah real count yg masih di kerjakan...masih lama..<br>QC  utk menggiring opini buplik...dan spy war...😅,hitung cepat jamin benar real count kerja qc giring opini buplik war,Quick calculation guarantees correct real count QC work leads to war district opinion,0.26666666666666666,positive
@sabun_mandi717,Di tempat saya surabaya hasilnya jauhh . 02 pak prabowo gibran menang telak,surabaya hasil prabowo gibran menang telak,Surabaya Prabowo Gibran won by a landslide,0.0,neutral
@lukitolisan6142,Hidup prabowo gibran presiden dan wakil presiden baru 2024,hidup prabowo gibran presiden wakil presiden,long live prabowo gibran president vice president,0.043181818181818175,positive
@intantania4932,"Bukti di setiap TPS itu ada di stiap warga yg melihat,,, Prabowo menang mutlak itu FAKTA,,,,",bukti tps warga prabowo menang mutlak fakta,the evidence that Prabowo's citizens won absolutely is a fact,0.2,positive
@sunartosunar6896,Rakyat Indonesia udah cerdas memilih bos jangan di anggap bodo.,rakyat indonesia cerdas pilih bos anggap bodo,Smart Indonesian people choose bosses who think they are stupid,-0.2928571428571428,negative
@ishysquirrel4894,Sorry yeee,sorry,sorry,-0.5,negative
@jamronironi2001,Proyek tahunan yg di pesan orang yang sama,proyek tahun pesan orang,project year message people,0.0,neutral
@user-yq6wg8yv4u,Mana 03 01 yg GK percaya survey itu yg kerjanya bikin fitnah,percaya survey kerja bikin fitnah,believe that job surveys are slanderous,0.0,neutral
@Linna_papua,Kami RAKYAT JELAS memilih 02.. maaf yaa 01 &amp; 03 bukan pilihan RAKYAT,rakyat pilih maaf pilih rakyat,"the people choose, sorry, choose the people",-0.5,negative
@benaffandi6422,Quick tipu-tipu,quick tiputipu,quick tiputipu,0.3333333333333333,positive
@wanfhi4343,Besok besok kalau pemilihan umum ngak usah pakI kpu lagi cukup lembaga survey yg menentukan..,besok besok pilih paki kpu lembaga survey tentu,"tomorrow, of course, vote for Paki KPU, a survey institute",0.0,neutral
@mawarberduri6482,"Hawane wong kalah Yo ngono kuii,, gak Trimo,, golek alasan teruuuz,, dari dulu emang begitu di Indonesia,, yg klah ngeyell,,, kami rakyat kecil muuaaaaakk, 😮😮😮",hawane kalah ngono kui trimo golek alas teruuuz indonesia klah ngeyell rakyat muuaaaaakk,hawane kalah ngono kui trimo golek alas teruuuz indonesia klah ngeyell people muuaaaaakk,-0.4,negative
@lychuwankchuwank5899,"Dari survey Prabowo sudah selalu tinggi, artinya tak ada kecurangan kalau sekarang tetap tinggi. Jadi tak ada yang bisa digugat.",survey prabowo curang gugat,Prabowo survey fraudulently sued,0.0,neutral
@wahyudiantometaforce,"Yang kerja kerja lagi,yang tani tani lagi,yang dagang dagang lagi,kalau kita ngga cari cuan,ngga ada yg ngasih ,,<br>Nyoblos sudah selesai,kalah menang sudah biasa,,<br>Toh nanti juga yang kalah pada gabung dg yg menang,itu realita.rakyat harus adem.",kerja kerja lagiyang tani tani lagiyang dagang dagang lagikalau cari cuanngga asih nyoblos selesaikalah menang biasatoh kalah gabung menangitu realita rakyat adem,"work, work again, farmers, farmers, traders, trade again, if you're looking for money, it's love to vote, it's normal to win, but to lose, join in and win, that's the reality of the cool people.",0.52,positive
@johanjo1814,01 masih berharap Angin ikut coblos...sayang Angin tidak punya KTP 😅😅,harap angin coblos sayang angin ktp,"I hope the wind votes, dear the wind ID card",0.0,neutral
@metrocell6133,"alkhamdulillah allah msih mlindungi negri ini,ini pilihan rakyat atas ridlo allah",alkhamdulillah allah mlindungi negeri iniini pilih rakyat ridlo allah,"Alhamdulillah, God protects this country, this is the people of God",0.0,neutral
@rasilvasihombing4003,"Ini aneh ya,juru bicara tkn 01 .mudah mudahan masyarakat indonesia terlebiih adek adek mahasiswa ,jangan terpengaruh ucapan tkn 01",aneh yajuru bicara tkn mudah mudah masyarakat indonesia terlebiih adek adek mahasiswa pengaruh ucap tkn,"It's strange, the spokesperson for TKN, it's easy, it's easy for the Indonesian people, especially students, the influence of TKN's words",0.20416666666666666,positive
@user-cf1dy4ty4x,Malahan kecurangan terbanyak dri 01 ma 03😂😂tim gemoi ma slalu sehati🇲🇨✌️❤️💪,curang tim gemoi sehat,healthy gemoi team cheating,0.5,positive
@budiscales2516,Quick count kwalitasnya theemmveekk,quick count kwalitasnya theemmveekk,quick count theemmveekk quality,0.3333333333333333,positive
@YadiExpres,Udah kalah kalah aja aneh banget kenapa kalian pada menyudutkan 02 aneh kita semua kebanyakan 02 men paham kalian,kalah kalah aneh banget sudut aneh banyak men paham,"losing, losing, really strange angles, lots of people understand",-0.05,negative
@Duniamotivasi654,Sore yee,sore,sore,0.0,neutral
@nonongamujaeni7517,Org yg percaya Survey itu org yg Dungu seperti kata Rokigerung....wong belum pencoblosan aja Survey sudah memenangkan 02....,orang percaya survey orang dungu rokigerung coblos survey menang,"People who believe in the survey, the stupid people of Rokigerung, vote in the survey and win",5.551115123125783e-17,positive
@user-rr1sy9mm8l,"Rakyat sudh cerdas,,, jgn blang curang",rakyat cerdas blang curang,Smart people say it's cheating,0.21428571428571427,positive
@user-cf1dy4ty4x,"Heran ngaku klah aja sudah kalih,heran ini orang pmikiranya gmna ya,,mauhnya 01 menang ma 03,,hey masyarakat da tau,mana yng terbaik,yaitu pak gemoy✌️🇲🇨❤️💪",heran aku klah kalihheran orang pmikiranya yamauhnya menang hey masyarakat dah taumana terbaikyaitu gemoy,"I'm surprised, I'm surprised people think he's going to win, hey, the community already has the best, that's Gemoy",0.5,positive
@sukoco6262,Komentar 01 dah basi...kalo kalah banyak alasan dan tuduhan bikin yg bikin gadoh rakyat...,komentar basi kalah alas tuduh bikin bikin gadoh rakyat,Stale comments lose the excuse to make the people mad,-0.39166666666666666,negative
@hadisuparman2894,Team amin sek ngengkel ae nyalahne proses paslon 02.jelas masyarakat Indonesia lebih pintar dr  ambisi kalian,team amin sek ngengkel nyalahne proses paslon masyarakat indonesia pintar ambisi,"team amen, I'm annoyed by the process of paslon of the intelligent, ambitious Indonesian community",0.21666666666666667,positive
@lauralumingkewas606,Hebat ORLA n ORBA atas penyertaan serta pertolongan Tuhan blh berhasil memenangkan pemilihan Presiden n wkl Presiden priode Thn 2024-2029 TYM Amin 🤝👬♥️🇮🇩🙏🏻,hebat orla n orba serta tolong tuhan hasil menang pilih presiden n wkl presiden priode tym amin,great orla n orba and please God the winning results elect the president n wkl president for the term tym amen,0.7000000000000001,positive
@syahidmuhamad9242,salut Pd bapak ketua tim TPN Ganjar mahfud.adem dan suportif beginilah seharusnya para elit politik  berlapang dada dan menyejukkan.,salut ketua tim tpn ganjar mahfud adem suportif elit politik lapang dada sejuk,salute team leader tpn ganjar mahfud adem supportive political elite airy cool chest,0.2833333333333333,positive
@user-up6me3ww6x,"uh 01 udah pemilihan kok msih usut mslh umur gibran emg pya otak au tdk sih jk kalah udh lh mrnyerah jgn  ngotot pgen menang ,woow gk etis ngk pya otak kalah tu ya seleh jgn ungkit mslh dulu",uh pilih usut umur gibran pya otak au sih kalah mrnyerah ngotot pengin menang wow etis pya otak kalah seleh ungkit,"uh choose to lose Gibran's age, pya, your brain loses, you give up, insist on wanting to win, wow, it's ethical, pya, your brain loses, you lift it up",0.1,positive
@mahyunismahyudin681,Saya tidak percaya kalau pun itu dia menang karena ada begitu banyak perlakuan melanggar hukum dan perbuatan kecurangan,percaya menang laku langgar hukum buat curang,believe to win breaking the law to cheat,0.8,positive
@ariefandrian9212,"Kita tunggu,,,<br>apakah kaum menengah ke bawah ada perubahan?<br>atau malah ibgin mengulang sejarah Era soeharto?",tungguapakah kaum tengah perubahanatau ibgin ulang sejarah era soeharto,"Wait, are the people in the midst of change or are starting to re-do the history of the Soeharto era",0.0,neutral
@maritoalata7462,Bersaing nya di legislatif saja lah jangan secara konstituante ^ bergerak majula majulah yg menang ^ tentu koalisinya yg berefekt   ^ selamat telah suara yg bulat menjadi suatu hal keadaan oleh berbagai bentuk politik di indonesia dan dunia &quot;&#39; di harap bisa menahan diri bagi partisan * nista genetik   elect nature teknis objek transmisi,saing legislatif konstituante gerak majula maju menang koalisi berefekt selamat suara bulat bentuk politik indonesia dunia harap tahan partisan nista genetik elect nature teknis objek transmisi,"legislative competition, constituent movement, advance, win, effective coalition, congratulations, unanimous vote, form of Indonesian world politics, please resist partisan insults, genetics, elect nature, technical object, transmission",0.55,positive
@yesayarita9129,"Dan ingat kamu Anis,.. tdk akan pernah mungkin kamu jadi presidan😂😂😂",anis presidan,Anis President,0.0,neutral
@cinta80cinta36,02 banyak sudah Di coblosin video beredar sblm Di coblos warga,coblosin video edar coblos warga,voting video circulated by citizens voting,0.0,neutral
@ahmadsahuri6110,Kalah tetap kalah kecuarangan dari mna sdh jd kebiasaan kalau kalah cari2 ksalahn,kalah kalah kecuarangan biasa kalah cari ksalahn,"losing, losing, cheating, usually losing, looking for mistakes",-0.25,negative
@nonongamujaeni7517,Bubarkan saja KPU kalau sudah ada quicoun....,bubar kpu quicoun,disband kpu quicoun,0.0,neutral
@sulasmiamy5976,"Alhamdulilah ,,🤲",alhamdulilah,Alhamdulillah,0.0,neutral
@user-su5sr6rl9g,Siap siap semua orang dipajakin..karena menaikan rasio pajak...alhasil harga bahan pokok naik😢,orang dipajakin naik rasio pajak alhasil harga bahan pokok,"people are taxed, the tax ratio increases as a result of the price of basic commodities",0.0,neutral
@user-lp3tv4dy8e,Sy Enda percaya dengan Quick count,enda percaya quick count,Don't believe in quick counts,0.3333333333333333,positive
@warnadiwarnadi262,Sudah lah terima aja ini adalah ketentuan Allah,terima tentu allah,Thank you of course God,0.0,neutral
@Zorroofficial92,"Kalian terimalah pilihan kalian✌️ dan semoga tidak mengecewa anda semua y,,,😅 atuutttt KONOHA di ambang ke HANCURAN,,,",terima pilih moga kecewa atuutttt konoha ambang hancur,"accept your choice, hope you are disappointed or Konoha is on the verge of being destroyed",-0.75,negative
@YadiSidik,Psling lama 2 thn trus di naik gibran<br>Terbaca langkah catur nya,psling gibranterbaca langkah catur,Psling Gibran reads chess moves,0.0,neutral
@Fauzy20,Alhamdulillah 01 menang,alhamdulillah menang,Thank God I won,0.0,neutral
@JhonoII,",Alhamdulillah suara Prabowo begitu meluncur cepat seperti kilat sehingga mendahului lawan jauh...,.di belakang.maka di pastikan menjadi 1 putaran pasti Prabowo Gibran menang Amin YRA..pendukung dari Langsa Aceh.Merdeka Prabowo Gibran pasti jaya.",alhamdulillah suara prabowo luncur cepat kilat dahulu lawan pasti putar prabowo gibran menang amin yra dukung langsa aceh merdeka prabowo gibran jaya,"thank God, Prabowo's voice was lightning fast, first the opponent will definitely turn, Prabowo Gibran will win, amen, support Langsa Aceh's independence, Prabowo Gibran Jaya",0.3125,positive
@sunartosunar6896,01 dan 03 kalah ya kalah dak usah nyangka bos.,kalah kalah indak sangka bos,"lost, lost, I thought, boss",0.0,neutral
@cobengleo6929,aku ni heran...org2 politik ni selalu mengatas nmkan RAKYAT...rakyat yg mana woiiiiiiii..yg ada wakil rakyat pemikirannya bertolak belakang dgn rakyat...mau apa looo...,nih heran orang politik nih atas nmkan rakyat rakyat woiiiiiiii wakil rakyat pikir tolak rakyat loh,"I'm surprised that these politicians are on behalf of the people, the representatives of the people think of rejecting the people",0.1,positive
@heniwidia981,"secara data bisa di analisa. bahwa pemilih prabowo pemilu lalu, pasti kali ini pilih prabowo lagi, pemilih jokowi akan terbagi 2.",data analisa pilih prabowo milu kali pilih prabowo pilih jokowi bagi,"data analysis vote for Prabowo, milu times, vote for Prabowo, vote for Jokowi, divide",0.0,neutral
@euisnur8495,"Ga heran sih dimana-mana yang kalah pasti akan pada bicara begitu yang tujuannya ingin ngedemin hati yg sebenarnya ketar-ketir dan pesimis untuk melampaui hasil yang udah masuk. Jadi ya sabar aja ya no.2 biarkan Allah SWT yang memberikan jawaban sebenarnya. Sudah cukup no 2 di zolimin selama kampanye, biarlah tangan Allah SWT langsung yang tunjukkan kebenarannya. Doa orang teraniaya akan didengar oleh Allah SWT 🥰😇",heran sih dimanamana kalah bicara tuju ngedemin hati ketarketir pesimis lampau hasil masuk sabar no biar allah swt no zolimin kampanye biar tangan allah swt langsung tunjuk benar doa orang aniaya dengar allah swt,"I'm surprised that everywhere I lose, I talk to my heart, I'm afraid, I'm pessimistic about the past results, be patient, let Allah SWT no Zolimin, campaign, let Allah SWT's hand directly show the truth, the prayers of the persecuted people, listen to Allah SWT.",-0.1625,negative
@onengmaskanah3513,"dikampung saya hasil hitungan bersama-sama masyarakat paslon 02 lebih dari 53 membuktikan rakyat pintar,cerdas dan percaya pada 02",kampung hasil hitung bersamasama masyarakat paslon bukti rakyat pintarcerdas percaya,"village results of joint counting by the community candidate pair proof that the people are smart, intelligent, trustworthy",0.5071428571428571,positive
@selamettinggal7090,"Tidak perlu diragukan lagi, sudah 85% no.2 untuk menang, ini mutlak tanpa diragukan lagi, sudah dan pasti murni menang paslon no. 2👍",ragu no menang mutlak ragu murni menang paslon no,doubt no absolute win pure doubt win candidate pair no,0.4285714285714286,positive
@user-zm8jg2by7l,YES Prabowo Gibran go go RI 1 AMIN,yes prabowo gibran go go ri amin,yes lord gibran go go see amen,0.0,neutral
@RinGkaSan73,akhirnya Garuda sudah bisa mencengkram banteng untuk di ajak terbang setinggi&quot;nya lalu jatuhkan sih bsntek biyr tau rasa betah sakit&#39;nya masyarakat indo6 di sruduk trus sama si banteng,garuda mencengkram banteng ajak terbang setinggi jatuh sih bsntek biyr tau betah sakit masyarakat indo6 sruduk sih banteng,"Garuda grabs a bull and makes it fly as high as it falls, bsntek biyr knows how to feel at home when the Indo6 community is sick, it's a bull",0.08190476190476192,positive
@KikiBaihaqi-fs1ux,"Quick count pembodohan publik, karena ditps belum selesai ngitung dan belum melaporkan hasilnya tapi quick count sdh mempublikasikan hasil nya 😅",quick count bodoh publik ditps selesai ngitung lapor hasil quick count publikasi hasil,stupid public quick count attps finished counting report quick count results publish results,-0.033333333333333326,negative
@sunartiaja1721,Yang kalah terima aja kekalahanya....jangan bikin provokator yg bikin kisruh negara ni,kalah terima kekalahanya bikin provokator bikin kisruh negara nih,"If you lose, accept your defeat and cause provocateurs to cause chaos in the country",0.0,neutral
@syammahusin9077,Quick Count tuksng tepu,quick count tuksng tepu,quick count tuksng tepu,0.3333333333333333,positive
@bungamawar7824,"emang jawa timur yg bnyak milih 02 ,dan 03  pilih pk anis krn org tua gk paham.",jawa timur pilih pilih pakai anis orang tua paham,"East Java, choose to use anis, parents understand",0.0,neutral
@MASBRAM2RASA,"Gue gk prcaya sama yg lain<br>Gue yakin, Ktulusan memang ada pd PRABOWO..<br>PRABOWO Prnah mnolong TKW<br>Dgn duit PRIBADI PRABOWO..<br>Klo yg lain hanya banyak omong<br>Cuma Jual KATA2.<br>Beda dgn PRABOWO<br>Krna PRABOWO Brlatar blakang MILITER<br>Tau bagaimn mnjaga NKRI<br>Karna NKRI Harga MATI.<br>Gassssss ✌",gue prcaya laingue ktulusan prabowo prabowo mnolong tkwdgn duit pribadi prabowo omongcuma jual kata beda prabowokrna prabowo brlatar blakang militertau bagaimn mnjaga nkrikarna nkri harga mati gassssss,"I believe in Prabowo's sincerity. Prabowo is helping me with his personal money. Prabowo is just talking about selling Prabowo's different words. Prabowo has a military background. You know how to protect the country, because the country has a fixed price, gassssss",0.0,neutral
@user-zx6wt1uz1x,Iya pak. Sepkt SM&quot;kalah,iya sepkt smkalah,yes sepkt smkalah,0.0,neutral
@CitraAstrilia,Dari sini kita belajar<br>Kesempatan memang tidak datang 2x <br>Tetapi kesempatan akan datang kepada mereka yang tak pernah menyerah untuk berjuang,belajarkesempatan 2x sempat serah juang,learn twice the opportunity to give up the fight,0.0,neutral
@user-jq6du3bb7b,Hasil hitungan cepat itu setingan yg sudah dibikin seolah olah benar dan akurat jurdil jujur dan adil.. Yg sebenarnya tidak sesuai dengan hasil kampanye2 yg lalu.. Ini quick qounk kerjanya bukan untuk membuat masyarakat bangsa ini bisa lebih maju dan berkembang tetapi bisa membikin masyarakat tambah susah miskin dan sengsara  tidak akan masuk surga setiap orang yg kerjanya merusak tatanan bangsa di NKRI ini.. Hasil duit segepok yg diterima tidak akan mengenyangkan perut2 buncitnya bisa jadi itu penyakit yg bisa membunuhnya secara perlahan lahan.. Karena dosanya besar sekali kepada bangsa ini.. Mudah2an Alloh SWT secara perlahan lahan membikin dia struk dan mati..melotot karena dosanya yg sangat besar ini.....,hasil hitung cepat ting bikin olah akurat jurdil jujur adil sesuai hasil kampanye2 quick qounk kerja masyarakat bangsa maju kembang bikin masyarakat susah miskin sengsara masuk surga orang kerja rusak tatanan bangsa nkri hasil duit gepok terima kenyang perut2 buncit sakit bunuh perlahan lahan dosa bangsa mudah allah swt perlahan lahan bikin struk mati melotot dosa,"the results of quick calculations make it accurate, honest, fair, according to the results of the campaign, quick qounk, the work of the society of the developed nation, the development of the society, the poor, the poor, the miserable, entering heaven, the working people, the order of the nation is broken, the result of the money, accept the full stomach, the bloated, the sick, kill slowly, the sin of the nation is easy, may Allah swt be slow the land makes the death certificate glaring at sin",-0.017619047619047607,negative
@TRESNOBUDAYA,"Semoga p. Bowo ,mas Gibran parikesid   tetap unggul swaranya  ,ni zaman nya parikesid ,",moga p bowo mas gibran parikesid unggul swaranya nih zaman parikesid,I hope Mr Bowo Mas Gibran Parikesid excels in his spirit in the Parikesid era,0.0,neutral
@sunartiaja1721,"Hai kalian semua rakyat indonesia   jadilah orang yg bijak....dan berbesar hatilah.....siapapun yg jadi presiden.,kalian semua tetep jadi masyarakat biasa,...jadi jangan mudah terpengaruh sama provokator yg akan bikin negara ini hancur.,.",hai rakyat indonesia orang bijak besar hati presiden masyarakat mudah pengaruh provokator bikin negara hancur,"Hi, Indonesian people, wise people, big hearts, the president of society, it is easy for the influence of provocateurs to destroy the country",0.23333333333333334,positive
@user-zx6wt1uz1x,"Kalau sda kalah,.tdk USA bnyk cerita...",sda kalah cerita,I've lost the story,0.0,neutral
@yamohali9864,Hasil survey 100% tak percaya .,hasil survey percaya,survey results believe,0.0,neutral
@sugitoglass8592,"Itu yg ngajuin siapa dulu oooeeee,kamu itu kalah ya kalah gak usah terlalu banyak bicara.",aju oooeeeekamu kalah kalah bicara,come on oooeeeee you lost you lost talking,0.0,neutral
@Popeprabu,Lha ini nama nya baru Dunia Bergoyaaang ...👯‍♂💃👯‍♂💃👯‍♂💃👯‍♂💃 Gemoy....seerrr..seeeer...😁😁🤣🤣🤣,nama dunia bergoyaaang gemoy seerrr seeeer,the name of the world is swaying gemoy seerrr seeeer,0.0,neutral
@haifanurulghassani,jangan ngeluh ya nanti kalo pajaknya naik lagi😊,ngeluh pajak,tax complaint,-0.3,negative
@SaktiHakim-hg4nq,"Gila 50 keatas .. Gk malu apa dengan cara dapetin suara itu?<br>Jokowi lengser selesai jabatan , kembali ulang Pemilu 2024. Gass👍<br>Duit Apbn ada , toh bisa ngutangkan",gila atas malu suara itujokowi lengser selesai jabat ulang milu gassduit apbn ngutangkan,"Maddened by the shame of that vote, Jokowi steps down after re-appointment, Milu Gass, APBN owes money",-0.15555555555555556,negative
@neni3527,"Tenang saudara saudara 😂😂😂😂😂😂😂😂😂 hasil nyata blom terupdet, banyak kejanggalan yg terjadi, dan saat ini data di TPS yg masuk tidak sesuai dengan masuknya suara ke KPU, yo kita kawal pemilu ini sampai akhir agar tidak ada kesalahan atau kecurangan",tenang saudara saudara hasil nyata terupdet janggal data tps masuk sesuai masuk suara kpu kawal milu salah curang,"Calm down, brothers and sisters, the real results are up to date, the TPS data is entered according to the input of the KPU vote, controlling Milu, cheating wrongly",-0.038888888888888876,negative
